x,y
1.043,2.802
3.246,1.033
3.418,5.47
5.363,3.959
4.115,2.29
2.497,-0.297
8.736,8.807
1.108,0.573
4.861,1.245
5.726,3.28
5.531,7.959
4.238,6.763
2.215,-0.8
8.806,6.28
7.291,2.435
4.628,6.06
4.593,4.751
3.265,7.869
3.767,3.993
7.155,5.491
1.558,1.969
0.883,0.506
9.297,6.817
7.318,8.574
1.683,3.008
7.852,8.488
9.084,8.892
8.321,11.474
4.099,0.804
0.916,3.976
6.35,6.472
6.727,5.684
1.055,1.874
0.735,-0.151
6.929,5.021
6.189,4.548
2.083,4.387
1.129,2.773
5.446,6.482
9.99,9.577
7.145,2.181
1.208,2.489
6.563,3.409
0.6,-0.042
9.214,6.925
4.184,4.552
2.325,4.486
9.6,9.484
1.918,2.967
4.121,5.524
7.041,6.588
9.142,8.072
9.435,8.511
5.942,4.978
7.817,6.764
6.53,5.927
4.074,4.012
2.718,1.254
5.239,3.747
5.605,3.5
9.557,9.619
2.43,2.706
5.001,5.335
6.999,10.952
6.109,6.105
3.825,3.848
6.769,6.578
0.661,2.449
9.851,9.981
7.94,7.622
7.448,9.225
1.871,4.532
6.707,6.098
6.28,7.496
3.94,5.396
6.329,6.185
1.357,2.609
6.807,5.443
2.125,2.609
7.747,6.228
2.628,4.706
9.205,11.954
9.822,8.851
3.999,2.637
8.476,7.413
2.649,3.336
3.394,5.556
5.328,5.848
9.371,8.449
9.295,13.846
6.149,5.85
7.96,6.029
7.767,10.521
7.105,11.322
6.731,8.713
6.855,5.592
2.861,1.213
4.571,4.193
1.907,2.806
8.673,6.553
6.462,8.837
9.005,7.991
4.582,2.503
5.844,3.266
8.131,8.186
1.795,3.593
7.875,7.391
8.608,6.816
8.462,6.699
6.056,7.677
9.767,7.797
2.325,1.338
1.615,2.556
5.841,5.041
5.416,4.688
2.734,3.704
0.831,-1.014
5.641,9.083
5.553,5.372
3.673,0.444
8.087,9.051
8.215,7.663
4.865,5.301
1.978,4.411
4.164,5.703
0.777,1.98
4.297,2.136
8.571,6.679
6.836,6.675
4.664,4.741
6.263,8.498
7.66,6.724
2.83,4.117
3.617,5.302
3.858,4.513
9.976,1.73
7.203,7.116
4.722,6.636
4.615,6.594
5.611,8.051
2.426,7.463
0.136,2.153
8.409,7.202
1.093,8.867
6.516,2.076
2.265,3.969
9.725,4.177
5.004,8.432
6.334,5.779
1.337,4.61
1.509,-0.259
9.544,10.107
8.214,8.004
2.353,6.069
2.579,2.791
4.232,6.707
4.191,3.898
8.481,7.067
6.466,8.597
9.219,4.908
5.5,4.624
6.732,6.696
1.853,4.359
9.419,6.114
8.749,12.398
9.739,9.684
8.228,5.046
7.251,4.442
2.905,3.764
5.772,5.379
5.337,6.15
7.554,5.411
7.539,8.111
3.719,6.559
6.239,8.607
4.344,3.193
9.607,7.878
5.544,3.374
0.001,0.989
9.562,6.465
6.711,6.66
3.612,-0.13
7.427,6.86
6.208,3.306
3.397,5.999
0.831,1.097
8.834,11.943
0.057,0.627
0.785,1.43
8.843,7.255
8.578,8.454
4.168,4.819
6.938,3.584
0.38,0.456
6.943,8.695
5.835,7.506
0.352,2.863
0.419,0.511
4.52,5.399
4.101,3.521
0.699,-1.321
8.913,6.099
7.744,6.783
0.585,5.232
9.817,9.648
7.277,8.986
5.297,8.62
2.696,4.963
2.525,-0.267
7.998,3.991
5.539,4.541
2.541,6.247
0.766,3.75
6.85,7.02
8.291,9.403
5.977,8.08
5.897,7.462
4.489,4.191
2.25,6.074
5.598,6.286
4.381,7.96
8.481,4.427
2.408,1.972
0.931,1.832
9.441,5.517
3.434,8.039
3.926,6.436
8.963,7.449
3.425,1.162
3.158,5.921
3.975,3.785
3.625,4.522
0.734,2.965
7.932,3.119
3.723,5.405
4.053,4.187
7.828,6.136
9.193,9.124
3.169,3.036
8.125,4.671
7.511,8.129
9.823,4.266
0.861,0.815
5.043,6.894
1.547,0.263
9.319,8.169
1.582,1.852
8.105,6.663
0.052,2.991
5.794,8.215
9.075,4.964
3.096,7.209
6.898,11.308
8.652,4.835
4.054,1.39
4.802,3.948
1.724,4.147
1.648,0.329
8.289,6.269
7.024,5.688
4.826,6.556
3.71,0.961
3.229,1.161
2.447,3.699
6.52,4.085
7.178,9.698
0.978,3.733
2.611,3.905
6.93,6.983
1.981,4.58
3.108,5.026
5.242,6.813
0.021,1.853
0.843,0.583
4.67,4.007
6.543,6.862
6.985,6.357
2.452,5.258
9.194,8.548
4.055,6.234
5.642,3.511
0.455,3.757
0.001,-1.348
8.006,9.044
0.102,-0.199
9.165,9.642
2.078,-0.928
6.451,5.852
6.579,5.083
9.228,7.562
3.712,1.825
8.32,10.219
4.415,7.904
4.845,6.955
5.112,3.532
4.469,4.357
8.011,9.098
0.688,0.114
9.765,11.361
7.5,8.376
9.515,6.942
5.239,7.721
5.852,7.186
4.141,3.729
7.61,7.287
9.453,4.093
1.067,3.76
3.538,2.84
7.279,6.501
5.231,1.717
9.783,9.646
6.179,12.562
0.9,0.771
7.214,5.583
9.806,8.091
5.733,6.371
2.228,2.518
5.56,4.96
8.43,9.81
8.121,9.642
6.103,5.917
8.811,8.479
7.791,5.212
6.076,3.379
2.658,3.816
6.386,7.849
4.838,6.647
9.383,6.113
3.543,1.797
4.161,3.044
7.987,6.545
4.73,3.995
3.936,4.742
3.671,1.219
0.818,0.013
7.184,8.278
6.296,3.44
0.354,-5.308
8.631,9.79
4.364,6.971
4.46,3.224
9.111,6.04
7.233,6.263
2.357,4.313
0.985,5.843
2.585,0.414
6.479,3.464
4.906,3.766
8.233,9.351
2.409,3.368
4.543,6.755
6.038,6.637
4.143,6.463
7.38,3.931
0.006,-0.21
3.488,7.778
9.219,8.937
4.329,1.044
1.762,2.403
7.525,9.335
5.08,3.277
5.512,5.911
7.821,3.997
1.857,1.986
3.864,5.982
3.81,2.934
9.545,5.585
3.165,5.73
6.43,6.128
5.724,6.116
5.262,2.18
6.761,7.928
2.044,0.319
9.495,7.952
6.022,5.263
5.122,2.691
8.926,6.72
7.224,9.277
4.897,3.376
6.19,8.88
8.411,8.199
0.251,4.461
8.371,7.235
5.803,4.015
9.687,8.918
7.483,10.549
2.137,3.874
6.047,8.715
2.078,0.216
8.92,10.305
4.23,9.259
9.393,8.347
9.171,6.729
9.038,5.66
9.658,8.484
3.043,3.304
5.583,3.997
1.42,1.75
7.006,7.213
3.015,6.05
9.69,9.358
1.026,0.894
5.535,4.74
2.683,2.531
3.565,2.97
3.799,7.009
0.83,2.088
3.687,5.641
9.267,8.568
3.312,0.513
6.367,6.265
3.449,2.214
1.296,1.685
3.705,2.089
8.687,7.471
1.912,5.5
6.94,4.257
4.837,6.865
5.88,8.288
5.027,4.124
1.356,2.336
0.987,2.512
8.715,7.849
9.282,4.731
0.261,0.005
2.748,4.674
2.77,7.159
5.717,3.773
1.45,1.66
3.905,1.851
4.081,0.823
5.567,3.753
0.451,4.555
8.251,5.624
6.656,4.376
4.606,4.434
5.248,7.524
6.014,5.476
1.401,1.044
4.546,3.91
7.645,10.054
8.041,6.034
0.532,-0.98
2.216,2.845
2.213,1.142
7.337,9.593
6.302,8.935
9.724,8.664
3.509,5.34
3.936,4.542
4.827,7.441
0.712,1.46
5.463,5.52
3.804,2.801
8.492,7.53
4.067,5.257
3.926,5.537
9.063,5.411
7.595,4.014
7.809,7.675
0.809,4.864
1.534,1.528
4.126,3.855
7.631,6.795
1.308,1.549
3.535,1.273
6.313,4.021
0.559,0.617
9.461,6.589
2.661,3.8
7.773,6.263
1.495,1.924
6.298,5.783
7.87,7.666
2.49,3.193
3.883,2.74
6.046,6.025
3.525,2.488
2.09,-1.861
0.345,2.125
6.119,8.292
9.375,9.235
0.131,1.249
4.271,4.015
1.565,4.277
7.803,7.313
3.242,4.316
0.906,3.185
4.522,7.686
1.382,2.773
5.416,0.891
1.64,1.429
1.572,0.975
9.955,9.42
7.224,6.81
5.899,2.902
3.644,4.603
7.575,5.469
2.96,4.763
3.44,2.252
8.431,7.028
5.384,4.955
1.297,1.238
2.221,0.895
4.399,7.002
1.053,0.998
8.143,9.205
2.033,1.922
1.314,4.337
2.129,-0.14
4.916,5.881
7.63,6.297
4.53,3.671
5.288,4.144
2.002,0.971
6.124,5.093
7.246,6.366
0.557,2.691
8.417,11.858
6.474,5.698
3.807,3.326
8.468,8.423
5.449,4.631
9.465,9.331
4.988,0.654
5.505,5.187
0.359,3.321
2.749,6.148
2.134,0.707
6.122,2.784
4.421,2.192
0.936,2.39
2.503,3.116
7.927,3.098
4.823,4.023
4.623,4.61
3.532,5.048
1.417,4.968
9.781,6.25
4.379,7.683
3.749,4.878
9.151,4.498
2.314,5.765
2.51,6.17
3.716,2.257
8.663,10.043
1.167,0.216
4.743,4.017
2.006,6.311
9.061,8.25
7.757,11.371
4.87,4.441
1.669,-3.484
4.082,-0.439
8.242,7.502
6.99,3.969
8.553,7.668
6.279,5.537
2.61,5.141
3.275,3.034
3.846,5.713
8.08,5.663
4.866,3.152
8.039,7.121
8.653,4.546
5.26,4.251
9.491,11.372
0.676,-0.091
7.62,6.313
3.459,3.553
1.27,3.682
0.322,1.869
9.193,8.181
8.346,8.545
3.066,0.052
0.51,-0.555
3.589,2.458
6.673,1.938
1.656,0.875
7.1,5.632
1.436,5.386
9.648,9.672
5.086,7.193
4.904,6.429
6.88,5.988
1.526,-0.717
3.999,3.572
2.78,2.57
7.493,9.436
8.011,11.655
9.874,8.347
4.523,3.803
1.409,2.749
5.714,4.824
8.29,6.201
4.411,4.905
4.48,1.317
2.396,6.672
2.527,5.015
0.983,4.645
5.475,8.355
4.54,5.191
3.039,2.504
1.442,3.403
8.943,10.593
3.673,2.013
4.343,3.475
4.422,4.791
5.085,4.911
7.191,8.342
7.63,3.813
0.751,6.887
7.296,7.375
7.025,7.363
8.696,8.71
9.671,5.752
1.074,1.794
5.695,5.314
9.227,9.052
3.843,0.735
8.172,6.19
0.379,-1.887
0.674,3.871
0.241,1.552
2.203,5.012
8.758,6.788
4.995,3.883
0.999,4.573
4.201,4.363
8.795,3.716
5.764,4.766
1.702,6.392
9.34,9.061
6.949,5.847
6.93,6.22
4.647,3.613
9.657,7.671
2.554,-1.026
3.609,3.935
5.575,3.176
9.698,6.976
0.02,-0.867
3.668,3.453
4.16,6.943
6.483,5.697
0.487,1.727
9.319,8.221
2.495,0.535
9.947,9.538
2.944,4.999
8.835,9.203
2.762,0.642
2.91,5.327
7.239,5.003
5.662,8.846
6.265,6.759
8.724,9.642
6.797,4.716
4.281,5.429
1.196,0.799
5.055,8.008
1.258,2.221
1.956,2.054
0.211,3.246
7.587,7.192
4.918,5.838
7.395,3.324
4.609,6.104
3.414,2.326
9.435,8.103
2.785,1.139
1.162,5.548
0.535,-1.05
5.524,4.697
2.527,3.159
0.51,2.925
3.966,6.063
4.205,3.481
0.884,3.946
7.681,3.542
1.659,1.963
3.143,6.02
7.071,8.785
9.631,8.907
8.524,9.358
5.455,5.605
2.605,2.638
9.435,9.776
2.904,4.781
5.785,7.215
2.864,2.054
7.405,2.198
1.466,1.92
0.445,0.338
9.053,6.737
0.308,4.707
9.276,9.256
4.997,3.432
2.139,3.717
6.265,4.708
3.079,5.037
0.906,0.819
9.719,5.41
8.92,9.765
1.462,0.814
9.111,8.078
8.721,6.686
7.797,5.012
0.153,1.981
5.841,5.956
1.083,2.534
0.666,4.807
2.596,2.068
9.788,8.799
5.968,2.927
2.474,3.043
2.964,5.673
1.109,-0.011
5.473,6.765
6.29,7.052
1.734,6.059
5.04,8.41
8.758,8.007
8.207,8.732
6.605,7.054
3.715,5.322
5.024,8.11
2.668,9.526
8.725,8.659
1.898,3.705
9.856,9.134
1.567,1.234
8.004,9.604
3.006,9.135
7.046,6.563
4.491,7.06
6.502,5.471
2.701,1.643
8.058,10.679
0.287,-1.26
8.505,8.253
5.885,5.815
9.378,5.028
9.753,8.237
0.141,1.078
8.905,7.757
2.495,2.581
4.28,6.31
1.731,2.511
1.814,0.06
5.175,5.327
5.347,3.061
8.302,8.331
2.434,2.524
2.897,3.162
6.884,6.708
6.187,4.431
8.502,2.876
0.469,-2.009
1.495,3.219
4.554,8.968
0.626,4.672
0.201,4.27
9.323,7.206
4.816,3.924
0.636,2.739
4.861,2.5
6.244,5.205
9.917,8.383
5.261,3.709
0.168,1.124
9.743,12.723
1.453,3.638
3.185,6.308
2.359,5.214
1.534,3.37
8.976,7.325
6.709,8.324
0.698,-0.436
5.158,2.396
5.186,4.2
6.597,5.794
7.033,6.556
0.382,2.886
3.848,4.459
4.165,2.923
3.866,3.225
1.816,4.5
9.118,7.485
4.542,8.17
3.393,2.857
9.282,11.311
7.246,5.804
0.235,4.413
0.869,5.537
0.712,1.403
7.35,9.106
4.79,6.988
9.269,7.67
9.666,8.565
4.07,6.396
6.429,3.898
1.361,-0.303
4.602,4.647
2.666,1.494
8.892,9.984
4.206,5.878
0.063,1.182
5.63,0.144
6.418,3.523
2.294,5.125
5.911,6.769
6.122,8.183
2.051,2.766
4.554,5.058
2.506,4.968
0.296,1.072
1.211,-1.558
8.946,7.243
6.645,5.58
3.671,-1.141
9.723,4.754
5.567,2.185
4.492,0.647
8.883,6.639
1.355,3.567
5.257,0.729
0.988,1.594
1.809,2.035
6.47,5.638
6.125,9.129
9.591,7.057
0.082,-0.406
7.501,7.262
7.003,3.606
2.248,1.516
9.354,9.436
3.105,0.562
1.668,4.522
0.834,3.697
0.265,-0.954
2.25,3.013
4.302,3.647
1.217,4.869
9.071,6.424
5.774,8.237
1.67,1.388
8.793,9.919
5.448,1.41
4.097,2.393
4.958,8.082
7.675,8.832
5.353,6.758
4.229,3.085
8.887,8.067
5.872,8.166
2.519,0.68
6.768,11.224
5.693,5.489
2.754,3.929
2.503,1.056
3.523,3.483
2.649,2.107
0.403,0.247
4.253,5.495
7.605,8.546
1.987,2.286
1.554,0.621
0.606,1.572
2.197,2.35
2.446,3.932
7.504,7.052
8.91,7.352
6.246,5.251
3.123,3.502
5.992,6.501
2.536,3.668
3.109,3.64
0.167,-3.132
2.719,3.048
8.111,5.434
1.13,3.246
5.886,6.727
8.899,9.065
2.22,1.768
5.499,4.345
5.562,2.812
2.012,1.15
5.613,5.197
4.826,6.546
1.22,0.575
1.773,3.5
9.576,10.456
3.475,8.809
3.089,2.04
6.597,5.577
2.71,1.308
9.411,3.065
3.657,2.329
2.103,3.732
1.391,-0.266
8.271,8.911
7.497,5.996
4.097,4.187
1.427,1.79
0.817,1.758
0.974,2.562
9.571,10.193
4.544,3.068
3.971,2.367
2.435,4.639
9.239,8.459
2.86,2.617
9.241,8.483
2.87,1.968
0.055,-0.647
6.938,2.661
6.805,8.097
7.924,8.661
4.201,3.076
9.687,4.565
7.61,9.572
8.452,5.225
8.395,8.061
7.936,5.22
3.468,4.059
0.118,4.76
6.251,5.103
0.434,-1.133
5.936,5.188
4.845,4.71
1.422,5.157
9.084,4.699
9.394,10.745
1.682,4.776
5.27,7.046
9.877,8.53
7.866,9.713
5.503,5.454
1.591,5.855
9.205,6.373
4.091,2.396
8.328,11.261
3.767,4.599
7.302,5.294
6.078,7.741
3.433,3.813
2.525,-0.937
9.347,9.658
4.061,0.479
5.39,3.212
9.556,6.047
3.054,3.794
4.521,1.808
6.476,5.312
0.198,-0.423
8.059,7.737
1.438,0.716
1.375,-0.06
3.782,-0.494
2.051,-0.487
8.961,9.63
3.076,5.339
5.723,7.305
5.665,8.363
1.549,2.752
1.667,4.09
3.996,5.389
2.03,4.304
1.664,1.957
7.256,8.863
2.231,3.3
6.979,5.04
8.552,9.29
6.237,6.959
8.504,8.038
5.646,6.416
7.577,6.038
4.431,4.852
0.132,1.062
2.332,1.18
0.529,0.207
3.981,5.562
6.238,4.277
7.972,6.441
8.305,11.414
6.407,5.753
8.678,9.116
1.114,1.089
1.182,1.954
7.12,7.134
8.057,5.819
4.36,2.575
7.043,4.624
6.643,8.536
6.171,11.445
7.172,8.106
4.314,0.388
1.258,3.72
9.328,11.735
6.96,10.921
9.842,9.605
2.891,4.456
9.945,7.467
5.273,5.145
4.583,4.46
3.04,1.082
3.511,3.668
9.583,9.62
7.268,6.368
4.818,5.096
3.852,2.61
7.72,8.599
2.175,2.035
9.532,7.68
8.268,7.522
5.437,7.406
3.086,3.662
0.187,-1.226
3.71,3.148
2.329,5.044
1.944,2.096
4.093,4.099
5.242,7.741
4.324,1.601
3.773,3.219
6.131,6.851
9.092,8.358
5.02,2.831
8.242,6.624
6.35,7.096
1.224,2.777
0.306,6.429
9.82,8.384
9.372,6.918
9.265,7.133
0.669,2.131
1.388,-0.804
8.553,9.103
3.358,0.9
3.596,3.982
1.831,5.281
2.236,1.313
7.505,5.606
8.766,7.771
0.87,0.207
0.492,-2.119
5.221,4.619
7.277,5.999
5.782,5.781
7.132,4.395
2.028,7.381
8.916,6.857
5.848,3.227
5.1,7.032
9.687,10.825
2.243,2.65
5.782,8.685
7.359,5.515
5.711,8.691
2.852,-0.16
7.317,6.877
0.203,3.322
2.192,0.59
8.436,5.608
0.451,0.281
8.651,6.388
0.29,2.605
8.667,8.482
3.148,2.857
3.185,5.696
2.688,5.49
2.039,4.125
7.528,4.191
2.781,3.804
5.628,4.854
2.251,-1.223
5.686,5.773
3.445,3.904
1.194,3.839
0.732,2.246
1.856,4.492
9.236,10.055
7.526,2.244
6.649,11.216
4.497,6.249
0.641,0.513
4.521,4.958
9.66,9.417
9.364,9.466
6.944,6.098
2.699,3.261
3.32,3.907
8.398,6.553
0.059,0.454
1.122,2.914
9.743,9.796
4.841,2.645
7.102,7.949
8.948,7.741
0.626,2.726
1.644,2.921
0.814,1.541
9.32,9.689
6.605,3.87
0.84,-0.395
8.534,7.14
7.966,7.896
6.851,6.556
8.697,7.497
4.607,2.897
8.677,8.46
7.163,7.253
5.584,4.268
2.444,3.29
6.263,4.331
8.047,8.645
6.773,7.803
0.971,0.609
7.62,8.104
9.386,9.485
9.736,10.383
5.244,4.826
0.059,1.185
7.472,8.814
4.484,4.537
3.191,4.038
7.047,5.475
1.423,3.15
3.763,2.688
1.472,2.552
7.915,6.624
9.082,4.838
8.821,10.051
6.109,5.367
1.548,0.712
4.006,0.498
5.38,3.347
6.518,9.766
7.182,3.373
4.801,6.529
0.463,5.625
9.554,4.436
2.295,0.828
4.712,4.063
9.1,10.417
9.724,6.783
8.749,11.904
8.124,4.625
7.858,6.271
5.804,4.283
2.021,3.352
0.156,1.989
8.078,7.559
9.326,6.968
5.917,4.837
1.78,0.785
7.955,8.829
6.233,3.508
3.451,0.643
0.431,-1.56
7.618,7.738
3.222,2.963
1.715,3.834
4.549,6.256
7.895,6.058
5.15,3.842
1.083,2.54
3.498,6.068
7.456,6.715
7.236,9.85
7.923,7.213
7.146,6.861
4.921,8.039
8.059,8.411
3.752,1.776
2.081,5.754
0.786,1.68
0.473,0.137
9.455,6.582
3.226,1.519
7.676,5.359
1.822,2.668
5.061,4.855
4.21,6.786
8.298,8.524
8.568,7.285
9.5,8.45
3.164,0.457
1.15,1.037
4.163,1.954
8.78,7.945
3.795,4.904
2.684,4.645
5.704,6.836
9.395,8.704
3.913,6.531
4.339,7.429
0.115,3.026
4.183,4.246
3.987,5.845
7.485,4.74
9.002,10.371
4.419,3.438
2.449,0.816
5.008,12.369
9.32,6.98
6.129,2.932
9.072,6.124
1.68,0.084
5.834,6.394
5.451,3.882
0.552,7.516
5.466,8.494
5.549,10.693
1.377,4.679
0.403,1.771
5.558,5.06
1.544,3.53
0.642,2.433
0.348,1.721
5.115,5.37
2.998,0.809
0.821,6.145
0.058,-0.841
9.92,6.575
4.221,6.311
6.658,3.143
1.958,3.124
3.983,7.155
2.628,4.952
8.585,7.842
6.972,8.914
2.641,4.217
7.638,8.68
9.802,6.056
6.435,9.048
6.639,7.156
2.277,3.811
5.018,6.192
8.055,9.183
7.767,4.278
1.123,5.914
0.284,0.485
0.369,-0.257
0.562,1.913
9.971,7.804
3.351,2.284
6.055,6.082
8.708,6.5
8.318,7.14
3.547,2.257
8.134,10.338
3.777,-0.043
7.291,8.768
5.049,5.905
0.51,0.392
0.888,-1.725
6.101,7.112
7.863,8.101
8.39,7.296
3.597,3.583
9.549,8.528
8.872,9.636
5.867,4.087
7.498,6.29
7.189,8.1
7.094,5.73
6.427,3.876
6.264,2.761
9.49,6.202
0.305,1.848
6.778,6.81
4.778,10.186
5.155,5.12
4.875,3.779
6.422,4.799
0.778,5.973
8.433,6.333
1.173,2.032
8.03,3.96
4.796,8.274
4.541,2.917
5.132,6.06
5.461,6.514
1.192,2.466
5.24,1.908
4.217,2.834
5.658,5.623
1.547,3.017
3.999,3.619
9.162,6.32
8.702,6.831
3.806,1.871
9.063,10.195
1.415,2.172
2.032,3.515
8.704,5.918
8.712,4.633
0.974,4.111
8.192,7.199
4.679,0.524
0.047,2.64
8.014,10.049
7.767,5.215
3.377,-0.177
5.832,9.259
9.212,6.048
1.306,1.934
2.77,3.65
2.151,0.502
9.552,8.117
7.469,2.292
6.617,4.811
4.548,7.2
4.091,6.504
7.7,10.011
6.78,6.632
9.201,6.489
1.362,2.017
9.615,10.188
8.076,5.474
9.625,7.867
2.048,6.128
7.538,4.605
4.141,3.925
4.568,6.024
6.781,5.777
9.269,5.901
0.83,0.471
6.445,8.411
4.926,6.105
6.33,5.769
3.344,6.223
1.014,0.351
7.297,8.565
2.184,2.39
1.301,1.414
5.65,3.012
4.164,5.252
1.147,-0.289
9.161,8.585
0.443,-1.1
7.159,3.46
8.644,5.376
2.039,-2.344
4.982,6.372
6.094,4.649
5.071,7.399
7.649,5.444
8.628,3.513
4.747,4.319
4.556,3.793
1.987,2.793
2.181,4.084
6.937,10.29
0.852,4.043
5.772,3.298
5.509,1.351
1.901,-0.025
7.597,9.108
1.874,6.528
7.591,4.332
5.739,5.659
7.904,9.768
2.276,2.985
9.158,8.845
4.9,7.105
5.578,6.067
5.248,7.354
7.593,7.785
6.87,7.548
8.32,8.058
9.142,7.056
4.241,2.041
9.748,6.316
7.089,6.047
3.805,4.675
2.621,7.395
0.868,6.729
8.462,6.681
8.458,6.806
3.098,1.57
9.104,8.463
3.883,6.245
7.475,2.933
9.477,11.643
6.497,7.806
7.929,7.605
6.65,3.319
8.018,6.214
4.264,6.782
2.938,6.201
5.005,2.553
9.625,9.301
3.601,2.638
8.622,5.921
1.38,5.56
6.321,2.648
4.244,4.76
5.823,4.499
1.765,4.255
3.705,4.221
9.982,7.39
5.174,3.957
9.092,10.334
1.533,0.951
6.638,7.514
4.628,6.606
6.318,3.856
6.527,6.057
2.611,3.643
3.256,0.01
6.271,6.171
3.034,5.364
3.544,4.838
4.7,4.683
6.908,8.193
2.034,0.396
9.247,9.533
8.432,5.274
0.911,1.756
1.585,0.888
1.587,3.705
5.29,8.161
1.534,1.581
4.612,2.823
0.972,4.466
3.447,5.019
1.93,3.563
5.163,4.37
5.688,6.722
1.384,4.306
8.456,7.675
5.615,5.81
3.776,7.475
0.419,1.474
6.008,4.837
0.101,-0.665
0.5,-0.033
3.309,3.236
3.653,3.431
5.962,2.546
3.044,0.91
4.646,8.784
7.158,9.13
2.715,8.696
1.792,1.405
3.6,8.544
3.465,7.496
6.738,3.546
1.92,3.987
2.035,2.17
2.763,3.25
3.801,3.425
5.462,2.272
9.007,6.113
9.441,5.555
6.785,6.94
4.683,5.086
1.692,3.216
5.214,7.76
2.801,4.712
4.568,3.87
0.596,2.817
1.002,0.161
5.443,4.463
0.011,0.355
8.938,9.808
1.8,2.682
1.022,-2.42
0.667,2.806
1.346,2.56
3.673,5.274
7.74,7.571
5.147,5.78
8.907,6.109
7.788,7.201
2.498,2.542
7.252,8.212
6.549,5.069
9.455,9.917
3.131,2.769
3.592,2.452
6.504,4.848
5.516,6.049
7.213,8.702
6.316,5.943
6.158,3.916
0.809,2.559
5.958,4.56
9.389,4.287
7.886,8.792
4.996,5.825
4.313,3.152
4.86,3.37
1.586,4.752
4.261,5.962
1.177,3.998
1.693,1.307
5.847,5.614
8.731,3.41
8.991,10.346
0.886,1.904
1.956,0.316
0.278,0.386
6.587,7.194
8.019,4.806
9.346,4.923
2.978,3.815
3.386,-0.256
2.69,7.656
1.526,3.626
8.181,6.89
5.609,2.84
4.694,3.58
6.522,8.674
4.406,4.621
4.297,2.31
7.753,6.785
6.671,7.357
6.878,7.678
1.853,2.476
10,8.633
7.63,4.099
2.768,5.952
6.254,3.163
0.746,-0.039
6.857,6.708
1.119,0.973
2.906,2.459
3.467,6.568
3.856,8.839
1.895,3.217
9.63,5.718
7.549,9.307
6.727,6.701
0.999,4.139
1.308,1.616
0.422,-1.281
9.15,6.455
7.978,2.99
0.624,3.837
4.79,7.663
7.486,10.269
7.727,5.131
4.674,6.138
8.682,8.912
8.504,8.591
6.341,5.436
3.877,5.61
8.369,8.469
6.616,5.632
4.952,7.394
5.588,1.099
5.099,5.821
4.479,2.12
9.809,9.745
4.488,3.049
0.874,4.302
3.245,5.815
9.011,6.216
2.861,3.343
4.234,3.006
4.646,3.89
3.467,1.563
3.48,4.848
3.182,3.753
6.537,4.568
9.796,7.342
9.729,11.361
8.725,10.621
8.726,4.534
3.777,5.816
8.696,10.252
2.846,2.074
1.403,3.39
8.343,5.599
7.293,5.699
1.895,3.001
2.844,3.471
7.598,0.822
4.336,-0.607
9.258,12.772
4.964,3.881
0.475,0.228
3.066,3.753
2.246,1.492
8.441,8.06
8.561,9.092
0.566,1.243
1.199,0
5.784,2.014
9.561,7.233
0.606,4.365
4.165,2.673
9.44,8.085
7.748,4.121
5.429,3.824
0.888,1.182
2.251,1.488
8.302,5.048
3.265,5.674
3.021,2.056
1.875,0.09
2.832,2.796
6.437,3.733
3.315,2.125
7.732,9.554
9.99,8.447
8.009,7.562
4.04,4.618
4.532,4.388
7.776,6.593
8.839,6.151
7.405,5.373
0.596,-0.956
7.803,6.431
7.343,7.225
4.244,4.409
7.674,10.319
3.656,5.512
9.861,9.681
4.911,2.132
2.331,5.236
6.427,7.431
6.825,6.548
5.427,4.911
8.092,9.394
4.705,5.77
2.622,2.357
7.314,7.819
7.466,5.929
5.423,5.828
2.16,6.692
6.982,6.189
8.79,12.551
1.462,3.046
3.853,0.937
5.776,6.451
4.249,2.103
5.602,5.953
9.263,6.556
1.737,4.217
4.555,5.263
7.804,8.087
7.187,7.652
6.193,5.51
4.877,1.118
9.375,8.7
1.805,3.704
2.684,4.656
5.799,6.961
9.668,10.478
2.306,4.103
4.546,8.085
1.571,2.902
2.883,-1.469
3.212,5.212
7.807,6.179
4.946,6.338
8.853,8.496
7.355,5.254
8.624,8.229
9.736,9.363
6.919,6.636
8.533,5.905
6.76,8.974
7.945,8.278
9.238,8.282
6.197,9.882
7.354,7.185
4.066,8.551
8.977,7.465
5.965,7.958
6.385,6.317
7.646,5.898
5.317,5.23
6.297,4.827
7.712,8.155
7.844,3.84
7.01,6.154
0.705,3.539
1.778,1.494
1.439,1.067
4.252,7.576
7.891,3.081
2.524,2.569
8.579,9.964
5.788,4.311
2.815,3.759
9.476,7.028
8.103,6.855
3.757,1.674
8.249,10.644
5.045,5.75
5.293,0.865
0.385,0.567
5.371,4.761
7.131,6.512
7.437,6.114
2.055,4.842
5.614,5.136
3.874,1.259
4.213,5.314
8.381,8.963
1.258,-0.122
8.611,6.573
3.321,6.629
1.942,4.748
9.75,10.384
5.711,8.133
3.613,5.584
5.068,4.335
9.304,10.549
3.657,1.113
4.07,5.944
6.803,3.724
5.152,2.879
8.606,7.978
5.442,7.199
9.334,5.251
5.205,6.392
4.079,4.372
5.359,2.562
1.229,5.407
5.107,3.414
5.296,7.855
1.096,3.619
9.788,12.807
4.486,5.19
9.001,5.676
1.195,-1.524
9.627,6.005
8.522,10.168
6.162,6.84
8.659,5.373
0.835,1.637
2.948,4.737
1.693,2.444
5.307,3.521
